old_locus_tag,gene_name,accession,start,end,strand,gene_product,uniprot,operon
sll0754,rbfA,NC_000911.1,2416806,2417207,-,30S ribosome-binding factor RbfA,A0A6P1VHW4_9SYNC,Op1679
ssl1417,ssl1417,NC_000911.1,2417266,2417466,-,DUF751 family protein,A0A6P1VLU0_9SYNC,Op1680
sll0753,folD,NC_000911.1,2417577,2418461,-,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,,Op1681
,,NC_000911.1,2418535,2419398,-,MlaD family protein,,Op6
,,NC_000911.1,2419385,2419894,-,MlaD family protein,,Op6
slr0782,slr0782,NC_000911.1,2420030,2421445,+,flavin monoamine oxidase family protein,,Op1682
sll0750,sll0750,NC_000911.1,2421536,2422687,-,histidine kinase,,Op1683
sll0749,sll0749,NC_000911.1,2422833,2423420,-,GerMN domain-containing protein,,Op1684
slr0783,tpiA,NC_000911.1,2423621,2424349,+,triose-phosphate isomerase,,Op1685
slr0784,slr0784,NC_000911.1,2424371,2425390,+,AI-2E family transporter,,Op1685
slr0341,slr0341,NC_000911.1,2425387,2426343,+,amino acid ABC transporter substrate-binding protein,,Op1685
sll0325,sll0325,NC_000911.1,2426297,2427787,-,Ig-like domain-containing protein,,Op1686
slr0342,slr0342,NC_000911.1,2428010,2428678,+,cytochrome b6,A0A068N0E0_SYNY4,Op1687
slr0342,slr0342,NC_000911.1,2428010,2428678,+,cytochrome b6,A0A6P1VLU9_9SYNC,Op1687
slr0343,petD,NC_000911.1,2428809,2429291,+,cytochrome b6-f complex subunit IV,A0A6P1VKQ1_9SYNC,Op1688
slr0344,slr0344,NC_000911.1,2429543,2430964,+,glycosyltransferase,,Op1689
slr0345,slr0345,NC_000911.1,2431092,2431499,+,SxtJ family membrane protein,,Op1690
,,NC_000911.1,2431536,2431697,+,DUF5989 family protein,,Op6
slr0346,rnc,NC_000911.1,2431704,2432438,+,ribonuclease III,,Op1691
sll0322,hypF,NC_000911.1,2432459,2434762,-,carbamoyltransferase HypF,,Op1692
sll0321,sll0321,NC_000911.1,2434808,2436304,-,FAD-dependent oxidoreductase,,Op1693
slr0347,slr0347,NC_000911.1,2436443,2437228,+,ABC transporter permease,A0A6P1VI47_9SYNC,Op1694
sll0320,sll0320,NC_000911.1,2437235,2437888,-,ribonuclease D,,Op1695
sll0319,sll0319,NC_000911.1,2437922,2438779,-,DUF3747 domain-containing protein,,Op1695
slr0348,slr0348,NC_000911.1,2439092,2440312,+,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,,Op1696
sll0318,sll0318,NC_000911.1,2440295,2440933,-,DUF3318 domain-containing protein,Q79CG7_9SYNC,Op1697
sll0318,sll0318,NC_000911.1,2440295,2440933,-,DUF3318 domain-containing protein,A0A6P1VIF8_9SYNC,Op1697
slr0350,slr0350,NC_000911.1,2441098,2441883,+,IS5 family transposase,G8JZR6_9SYNC,Op1698
slr0351,slr0351,NC_000911.1,2442058,2443308,+,class I SAM-dependent methyltransferase,Q79CG5_9SYNC,Op1699
,,NC_000911.1,2443461,2443925,-,IS4-like element IS4Sa family transposase,,Op71
,,NC_000911.1,2443999,2444847,+,IS630-like element ISTcSa family transposase,,Op6
,,NC_000911.1,2444875,2445426,-,IS4-like element IS4Sa family transposase,,Op71
,,NC_000911.1,2445550,2445915,+,hypothetical protein,,Op6
sll0314,sll0314,NC_000911.1,2446395,2447339,-,Sll0314/Alr1548 family TPR repeat-containing protein,,Op1700
slr0354,slr0354,NC_000911.1,2447491,2448123,+,energy-coupling factor ABC transporter ATP-binding protein,A0A6P1VLV8_9SYNC,Op1701
,rpsU,NC_000911.1,2448222,2448404,-,30S ribosomal protein S21,A0A6P1VL39_9SYNC,Op6
slr0355,slr0355,NC_000911.1,2454087,2455082,+,hypothetical protein,,Op1702
slr0356,slr0356,NC_000911.1,2455121,2455711,+,DUF2808 domain-containing protein,,Op1702
sll0312,sll0312,NC_000911.1,2455755,2456768,-,ABC transporter permease,,Op1703
slr0357,hisS,NC_000911.1,2456935,2458278,+,histidine--tRNA ligase,,Op1704
slr0358,slr0358,NC_000911.1,2458253,2459377,+,hypothetical protein,,Op1705
sll0310,sll0310,NC_000911.1,2459374,2460282,-,GNAT family N-acetyltransferase,A0A6P1VI21_9SYNC,Op1706
sll0309,sll0309,NC_000911.1,2460360,2461058,-,hypothetical protein,,Op1707
,,NC_000911.1,2461201,2461332,-,hypothetical protein,,Op6
sll0024,sll0024,NC_000911.1,2461358,2462065,-,hypothetical protein,,Op1708
sll0023,sll0023,NC_000911.1,2462212,2463555,-,glutathionylspermidine synthase family protein,,Op1708
sll0022,sll0022,NC_000911.1,2463555,2464304,-,DUF1190 domain-containing protein,,Op1708
slr0001,slr0001,NC_000911.1,2464527,2465009,+,flavin reductase family protein,A0A6P1VJR7_9SYNC,Op1709
sll0021,sll0021,NC_000911.1,2465076,2466326,-,exonuclease SbcCD subunit D,,Op1710
sll0020,sll0020,NC_000911.1,2466407,2468872,-,ATP-dependent Clp protease ATP-binding subunit,A0A6P1VJK1_9SYNC,Op1711
sll0019,dxr,NC_000911.1,2469245,2470429,-,1-deoxy-D-xylulose-5-phosphate reductoisomerase,,Op1712
sll0018,fba,NC_000911.1,2470591,2471670,-,fructose-bisphosphate aldolase class II,A0A6P1VH19_9SYNC,Op1713
sll0017,hemL,NC_000911.1,2471954,2473255,-,glutamate-1-semialdehyde 2%2C1-aminomutase,,Op1714
sll0016,sll0016,NC_000911.1,2473645,2474796,-,murein transglycosylase A,,Op1715
slr0006,slr0006,NC_000911.1,2475195,2475848,+,L-threonylcarbamoyladenylate synthase,,Op1716
slr0007,slr0007,NC_000911.1,2476020,2476781,+,nucleotidyltransferase family protein,,Op1717
slr0008,slr0008,NC_000911.1,2476853,2478136,+,S41 family peptidase,,Op1718
slr0009,slr0009,NC_000911.1,2478414,2479826,+,form I ribulose bisphosphate carboxylase large subunit,A0A6P1VL57_9SYNC,Op1719
slr0011,slr0011,NC_000911.1,2480034,2480444,+,chaperonin family protein RbcX,,Op1720
slr0012,slr0012,NC_000911.1,2480477,2480818,+,ribulose bisphosphate carboxylase small subunit,A0A068N159_SYNY4,Op1720
slr0012,slr0012,NC_000911.1,2480477,2480818,+,ribulose bisphosphate carboxylase small subunit,A0A6P1VGB2_9SYNC,Op1720
slr0013,slr0013,NC_000911.1,2481361,2481888,+,DUF4330 domain-containing protein,A0A6P1VJL3_9SYNC,Op1721
slr0014,slr0014,NC_000911.1,2481984,2482688,+,MgtC/SapB family protein,,Op1722
sll0012,sll0012,NC_000911.1,2482743,2483528,-,IS5 family transposase,G8JZR6_9SYNC,Op1723
slr0015,lpxB,NC_000911.1,2483643,2484827,+,lipid-A-disaccharide synthase,,Op1724
ssl0020,petF1,NC_000911.1,2484890,2485183,-,ferredoxin PetF1,A0A6P1VIB0_9SYNC,Op1725
slr0016,slr0016,NC_000911.1,2485646,2486194,+,RDD family protein,,Op1726
slr0017,murA,NC_000911.1,2486607,2487923,+,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,,Op1727
slr0018,fumC,NC_000911.1,2488028,2489428,+,class II fumarate hydratase,,Op1728
,,NC_000911.1,2489900,2490016,+,DUF4114 domain-containing protein,,Op6
slr0019,slr0019,NC_000911.1,2490326,2493004,+,fimbria/pilus outer membrane usher protein,,Op1729
sll0008,sll0008,NC_000911.1,2493033,2493593,-,hypothetical protein,,Op1730
sll0007,sll0007,NC_000911.1,2493578,2494153,-,Uma2 family endonuclease,,Op1730
sll0006,sll0006,NC_000911.1,2494205,2495389,-,aspartate aminotransferase,,Op1731
sll0005,sll0005,NC_000911.1,2495493,2497538,-,AarF/ABC1/UbiB kinase family protein,,Op1732
slr0020,recG,NC_000911.1,2497726,2500221,+,ATP-dependent DNA helicase RecG,,Op1733
slr0021,sppA,NC_000911.1,2500322,2501155,+,signal peptide peptidase SppA,,Op1734
sll0002,sll0002,NC_000911.1,2501221,2503878,-,transglycosylase domain-containing protein,,Op1735
slr0213,guaA,NC_000911.1,2504415,2506043,+,glutamine-hydrolyzing GMP synthase,,Op1736
slr0214,slr0214,NC_000911.1,2506131,2507405,+,DNA cytosine methyltransferase,,Op1737
sll0210,sll0210,NC_000911.1,2507382,2508362,-,undecaprenyl-diphosphate phosphatase,,Op1738
slr0216,cobU,NC_000911.1,2508477,2509034,+,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,,Op1739
slr0217,slr0217,NC_000911.1,2509162,2509584,+,hypothetical protein,,Op1740
ssr0349,ssr0349,NC_000911.1,2509823,2510014,+,hypothetical protein,A0A6P1VGD0_9SYNC,Op1741
sll0209,sll0209,NC_000911.1,2510273,2511295,-,long-chain acyl-[acyl-carrier-protein] reductase,A0A6P1VJN1_9SYNC,Op1742
sll0208,sll0208,NC_000911.1,2511514,2512209,-,aldehyde oxygenase (deformylating),,Op1742
sll0207,sll0207,NC_000911.1,2512467,2513564,-,glucose-1-phosphate thymidylyltransferase,,Op1743
slr0220,glyS,NC_000911.1,2513806,2515974,+,glycine--tRNA ligase subunit beta,,Op1744
sll0205,sll0205,NC_000911.1,2516150,2516527,-,type II toxin-antitoxin system VapC family toxin,,Op1745
slr1000,slr1000,NC_000911.1,2516528,2516749,-,DUF2281 domain-containing protein,,Op1745
sll0204,trmFO,NC_000911.1,2516814,2518184,-,FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase TrmFO,,Op1746
slr0222,slr0222,NC_000911.1,2518321,2521857,+,PAS domain S-box protein,,Op1747
sll0202,mnmG,NC_000911.1,2521830,2523737,-,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,,Op1748
slr0224,slr0224,NC_000911.1,2523915,2524562,+,sterol desaturase family protein,,Op1749
,,NC_000911.1,2524573,2525151,-,IS630 family transposase,,Op6
,,NC_000911.1,2525061,2525420,-,IS630 transposase-related protein,,Op6
sll0199,petE,NC_000911.1,2525827,2526207,-,plastocyanin,A0A6P1VJV7_9SYNC,Op1750
slr0226,slr0226,NC_000911.1,2526633,2528081,+,hypothetical protein,,Op1751
sll0198,sll0198,NC_000911.1,2528160,2528735,-,Uma2 family endonuclease,,Op1752
slr0228,ftsH2,NC_000911.1,2529009,2530892,+,ATP-dependent zinc metalloprotease FtsH2,A0A6P1VH57_9SYNC,Op1753
sll0195,sll0195,NC_000911.1,2530968,2531612,-,LON peptidase substrate-binding domain-containing protein,A0A6P1VIE0_9SYNC,Op1754
sll0194,tatC,NC_000911.1,2531666,2532430,-,twin-arginine translocase subunit TatC,,Op1755
slr0229,slr0229,NC_000911.1,2532823,2533695,+,NAD(P)-dependent oxidoreductase,,Op1756
,,NC_000911.1,2533856,2534065,+,hypothetical protein,,Op6
,,NC_000911.1,2534106,2534954,+,IS630-like element ISTcSa family transposase,,Op6
slr0231,slr0231,NC_000911.1,2534997,2535455,+,DNA-3-methyladenine glycosylase,,Op1757
sll0192,sll0192,NC_000911.1,2535487,2536758,-,lipid-A-disaccharide synthase-related protein,,Op1758
slr0232,slr0232,NC_000911.1,2536824,2537480,+,DedA family protein,A0A6P1VL95_9SYNC,Op1759
slr0233,trxA,NC_000911.1,2537521,2537838,+,thioredoxin,A0A6P1VJW6_9SYNC,Op1759
sll0191,sll0191,NC_000911.1,2537896,2538807,-,2OG-Fe(II) oxygenase,,Op1760
sll0416,groL,NC_000911.1,2539000,2540658,-,chaperonin GroEL,,Op1761
sll0415,sll0415,NC_000911.1,2540821,2541885,-,ABC transporter ATP-binding protein,,Op1762
sll0414,sll0414,NC_000911.1,2541864,2542724,-,pentapeptide repeat-containing protein,,Op1763
slr0431,slr0431,NC_000911.1,2543004,2543687,+,SIMPL domain-containing protein,,Op1764
,,NC_000911.1,2543725,2544018,-,DUF4335 domain-containing protein,,Op6
,,NC_000911.1,2544024,2544377,-,DUF4335 domain-containing protein,,Op6
sll0413,sll0413,NC_000911.1,2544374,2544982,-,DUF3038 domain-containing protein,,Op1765
sll0412,sll0412,NC_000911.1,2545122,2546381,-,DUF445 domain-containing protein,,Op1766
sll0410,sll0410,NC_000911.1,2546527,2547027,-,thioesterase family protein,A0A6P1VLA2_9SYNC,Op1767
sll0409,menC,NC_000911.1,2547067,2548029,-,o-succinylbenzoate synthase,,Op1767
sll0408,sll0408,NC_000911.1,2548133,2549341,-,peptidylprolyl isomerase,,Op1768
slr0434,efp,NC_000911.1,2549388,2549951,+,elongation factor P,A0A6P1VJQ5_9SYNC,Op1769
slr0435,accB,NC_000911.1,2550059,2550523,+,acetyl-CoA carboxylase biotin carboxyl carrier protein,A0A6P1VH78_9SYNC,Op1770
slr0436,slr0436,NC_000911.1,2550753,2551646,+,carbon dioxide-concentrating mechanism protein,,Op1771
sll0406,sll0406,NC_000911.1,2551682,2552167,-,PIN domain-containing protein,,Op1772
sll0405,sll0405,NC_000911.1,2552177,2552962,-,hypothetical protein,,Op1772
,,NC_000911.1,2553075,2553338,+,hypothetical protein,,Op6
,,NC_000911.1,2553495,2553788,-,PQ-loop repeat-containing protein,A0A6P1VIR7_9SYNC,Op6
sll0404,glcD,NC_000911.1,2553961,2555439,-,glycolate oxidase subunit GlcD,,Op1773
slr0438,slr0438,NC_000911.1,2555593,2555916,+,DUF3082 domain-containing protein,,Op1774
sll0403,sll0403,NC_000911.1,2556081,2556503,-,hypothetical protein,,Op1775
slr0439,slr0439,NC_000911.1,2556814,2558319,+,WD40 repeat domain-containing protein,,Op1776
,,NC_000911.1,2558655,2558774,+,transposase,,Op71
sll0402,sll0402,NC_000911.1,2558820,2559989,-,pyridoxal phosphate-dependent aminotransferase,,Op1777
sll0401,sll0401,NC_000911.1,2560112,2561305,-,citrate synthase,,Op1778
sll0400,sixA,NC_000911.1,2561499,2561993,-,phosphohistidine phosphatase SixA,,Op1779
slr0440,slr0440,NC_000911.1,2562056,2562859,+,alpha/beta hydrolase,,Op1780
slr0049,slr0049,NC_000911.1,2562953,2564149,+,saccharopine dehydrogenase family protein,,Op1781
ssr0102,thiS,NC_000911.1,2564175,2564390,+,sulfur carrier protein ThiS,,Op1781
slr0050,slr0050,NC_000911.1,2564465,2565445,+,ribonuclease Z,,Op1782
sll0072,sll0072,NC_000911.1,2565427,2566110,-,helix-turn-helix domain-containing protein,,Op1783
sll0071,sll0071,NC_000911.1,2566142,2567143,-,glycosyltransferase,,Op1783
sll0070,purU,NC_000911.1,2567237,2568091,-,formyltetrahydrofolate deformylase,,Op1784
slr0051,slr0051,NC_000911.1,2568269,2568973,+,carbonic anhydrase,,Op1785
sll0069,sll0069,NC_000911.1,2568975,2569745,-,hypothetical protein,A0A6P1VL36_9SYNC,Op1786
sll0068,sll0068,NC_000911.1,2569772,2573491,-,NACHT domain-containing protein,,Op1786
sll0067,sll0067,NC_000911.1,2573649,2574203,-,glutathione S-transferase family protein,A0A6P1VLC4_9SYNC,Op1787
sll0066,sll0066,NC_000911.1,2574297,2575244,-,hypothetical protein,,Op1788
sll0065,ilvN,NC_000911.1,2575344,2575862,-,acetolactate synthase small subunit,A0A6P1VGJ2_9SYNC,Op1789
ssr0109,ssr0109,NC_000911.1,2576092,2576280,+,DUF3285 domain-containing protein,A0A6P1VJU1_9SYNC,Op1790
slr0053,ybeY,NC_000911.1,2576285,2576824,+,rRNA maturation RNase YbeY,,Op1790
slr0054,slr0054,NC_000911.1,2576889,2577416,+,diacylglycerol kinase,,Op1791
slr0055,slr0055,NC_000911.1,2577453,2578043,+,aminodeoxychorismate/anthranilate synthase component II,,Op1791
slr0056,chlG,NC_000911.1,2578187,2579161,+,chlorophyll synthase ChlG,,Op1792
sll0064,sll0064,NC_000911.1,2579308,2580135,-,amino acid ABC transporter substrate-binding protein,A0A6P1VL46_9SYNC,Op1793
sll0063a,sll0063a,NC_000911.1,2580291,2580557,-,PipX family protein,A0A6P1VIV1_9SYNC,Op1794
sll0063,sll0063,NC_000911.1,2580710,2581897,-,AI-2E family transporter,,Op1795
sll0062,sll0062,NC_000911.1,2581944,2582366,-,hypothetical protein,,Op1796
slr0058,slr0058,NC_000911.1,2582546,2582869,+,phasin family protein,A0A6P1VGK3_9SYNC,Op1797
slr0059,slr0059,NC_000911.1,2583030,2583335,+,hypothetical protein,,Op1798
slr0060,slr0060,NC_000911.1,2583410,2584519,+,patatin-like phospholipase family protein,,Op1799
slr0061,slr0061,NC_000911.1,2584793,2585458,+,hypothetical protein,,Op1800
sll0060,sll0060,NC_000911.1,2585489,2586523,-,AI-2E family transporter,A0A6P1VIC9_9SYNC,Op1801
sll0058,dnaK,NC_000911.1,2586572,2588650,-,molecular chaperone DnaK,A0A6P1VM98_9SYNC,Op1802
sll0057,grpE,NC_000911.1,2588884,2589633,-,nucleotide exchange factor GrpE,,Op1803
slr0063,slr0063,NC_000911.1,2589851,2591869,+,GspE/PulE family protein,,Op1804
slr0064,slr0064,NC_000911.1,2591953,2593107,+,RNA methyltransferase,,Op1805
slr0065,slr0065,NC_000911.1,2593329,2593967,+,class I SAM-dependent methyltransferase,,Op1806
slr0066,ribD,NC_000911.1,2594055,2595161,+,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,,Op1807
,,NC_000911.1,2595112,2595264,-,DUF2256 domain-containing protein,,Op6
sll0055,sll0055,NC_000911.1,2595280,2596566,-,pitrilysin family protein,,Op1808
slr0067,slr0067,NC_000911.1,2596787,2597848,+,Mrp/NBP35 family ATP-binding protein,,Op1809
sll0053,accC,NC_000911.1,2597851,2599197,-,acetyl-CoA carboxylase biotin carboxylase subunit,,Op1810
slr0069,slr0069,NC_000911.1,2599315,2599974,+,hypothetical protein,,Op1811
sll0051,sll0051,NC_000911.1,2600012,2600491,-,nucleoside deaminase,A0A6P1VL62_9SYNC,Op1812
slr0070,fmt,NC_000911.1,2600705,2601697,+,methionyl-tRNA formyltransferase,,Op1813
slr0467,slr0467,NC_000911.1,2601733,2602536,+,ABC transporter ATP-binding protein,,Op1813
slr0468,slr0468,NC_000911.1,2602658,2603782,+,abortive infection system antitoxin AbiGi family protein,,Op1813
slr0469,rpsD,NC_000911.1,2603947,2604555,+,30S ribosomal protein S4,A0A6P1VGM0_9SYNC,Op1814
sll0462,sll0462,NC_000911.1,2604794,2605873,-,AI-2E family transporter,,Op1815
,,NC_000911.1,2605870,2606073,-,hypothetical protein,,Op6
sll0461,sll0461,NC_000911.1,2606095,2607357,-,gamma-glutamyl-phosphate reductase,,Op1816
slr0473,slr0473,NC_000911.1,2607812,2610058,+,ATP-binding protein,,Op1817
slr0474,slr0474,NC_000911.1,2610073,2610516,+,response regulator,A0A6P1VIE9_9SYNC,Op1817
sll0459,uvrB,NC_000911.1,2610706,2612715,-,excinuclease ABC subunit UvrB,,Op1818
slr0476,slr0476,NC_000911.1,2612907,2613317,+,hypothetical protein,A0A6P1VL71_9SYNC,Op1819
sml0002,sml0002,NC_000911.1,2613481,2613600,-,photosystem II reaction center X protein,A0A6P1VIY4_9SYNC,Op1820
slr0477,purN,NC_000911.1,2613717,2614370,+,phosphoribosylglycinamide formyltransferase,,Op1821
slr0479,slr0479,NC_000911.1,2614367,2615089,+,PD-(D/E)XK nuclease family protein,,Op1821
slr0480,slr0480,NC_000911.1,2615100,2616599,+,AAA family ATPase,,Op1821
slr0482,slr0482,NC_000911.1,2616624,2617382,+,class I SAM-dependent methyltransferase,,Op1821
slr0483,slr0483,NC_000911.1,2617485,2617889,+,CAAD domain-containing protein,A0A6P1VHF3_9SYNC,Op1822
slr0484,slr0484,NC_000911.1,2618067,2620094,+,DICT sensory domain-containing protein,,Op1823
slr0487,slr0487,NC_000911.1,2620171,2620662,+,PAS domain-containing protein,A0A6P1VIG0_9SYNC,Op1824
slr0488,murJ,NC_000911.1,2620798,2622399,+,murein biosynthesis integral membrane protein MurJ,,Op1825
,,NC_000911.1,2622526,2622981,+,hypothetical protein,,Op6
slr0491,slr0491,NC_000911.1,2622968,2623402,+,gamma-glutamylcyclotransferase,,Op1826
slr0492,slr0492,NC_000911.1,2623441,2624907,+,2-succinylbenzoate--CoA ligase,,Op1826
slr0493,slr0493,NC_000911.1,2625095,2625481,+,phosphomannose isomerase type II C-terminal cupin domain,,Op1827
sll0456,sll0456,NC_000911.1,2625478,2626479,-,NAD(P)-dependent oxidoreductase,,Op1828
sll0455,sll0455,NC_000911.1,2626573,2627874,-,homoserine dehydrogenase,,Op1829
slr0495,slr0495,NC_000911.1,2628002,2628742,+,4'-phosphopantetheinyl transferase superfamily protein,,Op1830
slr0496,slr0496,NC_000911.1,2628783,2629112,+,hypothetical protein,,Op1830
sll0454,pheS,NC_000911.1,2629271,2630266,-,phenylalanine--tRNA ligase subunit alpha,,Op1831
,,NC_000911.1,2630265,2630408,+,hypothetical protein,,Op6
sll0691,sll0691,NC_000911.1,2630469,2631071,-,low-complexity tail membrane protein,,Op1832
sll0690,sll0690,NC_000911.1,2631207,2631608,-,type II toxin-antitoxin system VapC family toxin,,Op1833
ssl1300,ssl1300,NC_000911.1,2631611,2631868,-,antitoxin,,Op1833
sll0689,sll0689,NC_000911.1,2632124,2633509,-,cation:proton antiporter,,Op1834
sll0688,sll0688,NC_000911.1,2633852,2634655,-,anti-sigma factor,,Op1835
sll0687,sll0687,NC_000911.1,2634660,2635217,-,sigma-70 family RNA polymerase sigma factor,,Op1835
sll0686,sll0686,NC_000911.1,2635219,2636046,-,cytochrome c biogenesis protein CcdA,A0A6P1VK64_9SYNC,Op1835
sll0685,sll0685,NC_000911.1,2636236,2636724,-,thioredoxin family protein,,Op1836
sll0684,pstB,NC_000911.1,2636828,2637628,-,phosphate ABC transporter ATP-binding protein PstB,A0A6P1VJZ8_9SYNC,Op1837
sll0683,pstB,NC_000911.1,2637743,2638552,-,phosphate ABC transporter ATP-binding protein PstB,A0A6P1VL92_9SYNC,Op1837
sll0682,pstA,NC_000911.1,2638578,2639441,-,phosphate ABC transporter permease PstA,,Op1837
sll0681,pstC,NC_000911.1,2639627,2640580,-,phosphate ABC transporter permease subunit PstC,,Op1837
sll0680,pstS,NC_000911.1,2640662,2641813,-,phosphate ABC transporter substrate-binding protein PstS,,Op1837
sll0679,sll0679,NC_000911.1,2642135,2643145,-,PstS family phosphate ABC transporter substrate-binding protein,,Op1838
slr0719,slr0719,NC_000911.1,2643403,2644569,+,pentapeptide repeat-containing protein,,Op1839
slr0628,rpsN,NC_000911.1,2644795,2645097,+,30S ribosomal protein S14,A0A6P1VJ14_9SYNC,Op1840
sll0617,sll0617,NC_000911.1,2645271,2646074,-,PspA/IM30 family protein,A0A6P1VLJ7_9SYNC,Op1841
,,NC_000911.1,2646301,2646522,+,hypothetical protein,,Op6
slr0630,slr0630,NC_000911.1,2646623,2647282,+,MBL fold metallo-hydrolase,,Op1842
sll0616,secA,NC_000911.1,2647386,2650184,-,preprotein translocase subunit SecA,,Op1843
sll0615,sll0615,NC_000911.1,2650377,2650997,-,TMEM165/GDT1 family protein,,Op1844
sll0614,sll0614,NC_000911.1,2651440,2651838,-,DUF4253 domain-containing protein,,Op1845
sll0613,ruvB,NC_000911.1,2651866,2652951,-,Holliday junction branch migration DNA helicase RuvB,,Op1845
,thiO,NC_000911.1,2653153,2654124,+,glycine oxidase ThiO,,Op71
,,NC_000911.1,2654266,2655123,+,thiazole synthase,,Op6
slr0634,slr0634,NC_000911.1,2655459,2656037,+,DUF3782 domain-containing protein,,Op1846
slr0635,slr0635,NC_000911.1,2656139,2657077,+,folate-binding protein YgfZ,,Op1847
sll0611,sll0611,NC_000911.1,2657148,2657594,-,hypothetical protein,,Op1848
slr0636,cobS,NC_000911.1,2657850,2658632,+,adenosylcobinamide-GDP ribazoletransferase,,Op1849
,,NC_000911.1,2658858,2659025,-,hypothetical protein,,Op6
